"personal_id","occupation1","age","p_mig","max_inc"
1860011,"knivfabrikör",54,0,3839.78051757812
1860011,"knivfabrikör",55,0,3839.78051757812
1860011,"knivfabrikör",56,0,3839.78051757812
1860011,"knivfabrikör",57,0,3839.78051757812
1860011,"knivfabrikör",58,0,3839.78051757812
1860011,"knivfabrikör",59,0,3839.78051757812
1860011,"fabrikör",60,0,3839.78051757812
1860011,"fabrikör",61,0,3839.78051757812
1860011,"fabrikör",62,0,3839.78051757812
1860011,"fabrikör",63,0,3839.78051757812
1860011,"fabrikör",64,0,3839.78051757812
1860011,"fabrikör",65,0,3839.78051757812
1860011,"fabrikör",66,0,3839.78051757812
1860011,"fabrikör",67,0,3839.78051757812
1860011,"fabrikör",68,0,3839.78051757812
1860011,"fabrikör",69,0,3839.78051757812
1860011,"fabrikör",70,0,3839.78051757812
1860011,"fabrikör",71,0,3839.78051757812
1860011,"fabrikör",72,0,3839.78051757812
1860011,"fabrikör",73,0,3839.78051757812
1860011,"fabrikör",74,0,3839.78051757812
1860011,"fabrikör",75,0,3839.78051757812
1860011,"fabrikör",76,0,3839.78051757812
1860011,"fabrikör",77,0,3839.78051757812
1860011,"fabrikör",78,0,3839.78051757812
1860011,"fabrikör",79,0,3839.78051757812
1860011,"fabrikör",80,0,3839.78051757812
1860012,NA,0,0,NA
1860012,NA,1,0,NA
1860012,NA,2,0,NA
1860012,NA,3,0,NA
1860012,NA,4,0,NA
1860012,NA,5,0,NA
1860012,NA,6,0,NA
1860012,NA,7,0,NA
1860012,NA,8,0,NA
1860012,NA,9,0,NA
1860012,NA,10,0,NA
1860012,NA,11,0,NA
1860012,NA,12,0,NA
1860012,NA,13,0,NA
1860012,NA,14,0,NA
1860012,NA,15,0,NA
1860012,NA,16,0,NA
1860012,NA,17,0,NA
1860012,NA,18,1,NA
1860012,"piga",19,1,54.6035499572754
1860012,"piga",20,0,54.6035499572754
1860012,"piga",21,0,54.6035499572754
1860012,"jungfru",22,0,902.142883300781
1860012,"piga",23,0,54.6035499572754
1860012,"piga",24,1,54.6035499572754
1860012,NA,25,1,NA
1860012,NA,26,1,NA
1860012,NA,27,1,NA
1860012,NA,28,1,NA
1860012,NA,29,0,NA
1860012,NA,30,1,NA
1860012,NA,31,0,NA
1860012,NA,32,0,NA
1860012,NA,33,0,NA
1860012,NA,34,0,NA
1860012,NA,35,1,NA
1860012,NA,36,0,NA
1860012,NA,37,0,NA
1860012,NA,38,0,NA
1860012,NA,39,0,NA
1860012,NA,40,1,NA
1860012,NA,41,0,NA
1860012,NA,42,0,NA
1860012,NA,43,0,NA
1860012,NA,44,0,NA
1860012,NA,45,0,NA
1860012,NA,46,0,NA
1860012,NA,47,0,NA
1860012,NA,48,0,NA
1860012,NA,49,0,NA
1860012,NA,50,1,NA
1860012,"kaféidkerska",51,0,818.181823730469
1860012,"kaféidkerska",52,0,818.181823730469
1860012,"kaféidkerska",53,0,818.181823730469
1860012,"kaféidkerska",54,0,818.181823730469
1860012,"kaféidkerska",55,0,818.181823730469
1860013,NA,0,0,NA
1860013,NA,1,0,NA
1860013,NA,2,0,NA
1860013,NA,3,0,NA
1860013,NA,4,0,NA
1860013,NA,5,0,NA
1860013,NA,6,0,NA
1860013,NA,7,0,NA
1860013,NA,8,0,NA
1860013,NA,9,0,NA
1860013,NA,10,0,NA
1860013,NA,11,0,NA
1860013,NA,12,0,NA
1860013,NA,13,0,NA
1860013,NA,14,0,NA
1860013,NA,15,0,NA
1860013,NA,16,0,NA
